total_points,total_duration,difficulty_1,difficulty_2,difficulty_3,valid
15,45,39,59,23,0
24,18,0,60,24,0
17,31,2,27,10,1
17,8,30,3,26,0
24,36,34,43,26,0
21,48,3,37,0,0
14,9,6,31,9,1
18,10,6,43,23,0
17,13,22,51,13,0
30,41,15,13,0,0
26,42,28,54,8,0
11,47,29,48,8,0
1,6,24,22,10,1
27,29,3,57,21,0
13,53,35,14,26,0
10,41,39,31,3,0
3,32,3,57,3,0
23,27,11,44,17,0
22,32,39,21,16,0
9,51,35,58,7,0
21,44,23,34,10,0
4,39,24,7,3,1
2,25,32,51,3,0
26,41,16,18,6,0
6,14,32,21,12,0
4,20,1,47,3,1
17,7,10,27,26,0
27,42,32,57,26,0
25,25,25,7,17,0
24,0,31,48,27,0
5,39,24,46,27,0
27,39,34,37,1,0
8,16,6,60,27,0
19,3,6,11,1,1
28,32,5,34,20,0
22,31,30,48,2,0
26,0,9,29,11,0
16,24,9,24,9,1
16,28,18,16,27,0
28,12,24,12,23,0
21,50,5,52,12,0
26,13,7,27,1,0
21,13,24,11,11,0
18,23,11,2,26,0
19,52,6,44,30,0
28,42,2,53,11,0
6,5,1,49,2,1
19,20,39,34,4,0
27,9,29,3,9,0
25,36,35,27,7,0
15,39,20,15,22,0
23,16,21,12,9,0
8,25,17,35,23,0
14,54,18,47,17,0
15,9,16,48,26,0
12,53,39,35,2,0
23,34,38,34,19,0
8,52,15,52,20,0
17,54,34,57,18,0
0,27,28,26,30,0
25,26,25,4,30,0
11,24,5,15,20,1
4,43,2,12,14,1
21,0,23,14,22,0
27,53,9,40,5,0
27,0,20,43,0,0
29,26,18,58,3,0
25,50,31,1,4,0
28,47,24,38,7,0
2,23,8,17,16,1
29,45,37,45,30,0
8,55,33,11,7,0
8,47,21,9,8,0
4,55,37,17,14,0
10,33,10,48,23,0
6,22,22,15,23,0
23,12,2,57,25,0
0,2,22,21,24,0
4,21,39,14,20,0
23,40,39,59,29,0
7,46,28,60,3,0
23,31,13,15,16,0
21,24,1,26,10,0
1,19,33,53,12,0
20,6,9,58,27,0
0,24,21,45,27,0
14,53,29,14,21,0
19,36,20,47,1,1
25,53,0,40,28,0
27,17,5,14,28,0
25,19,22,31,8,0
29,18,33,46,5,0
5,22,16,33,2,1
28,13,12,46,25,0
28,17,28,7,24,0
27,32,29,60,20,0
9,1,12,55,16,0
21,51,16,42,23,0
6,3,40,27,23,0
0,17,30,30,30,0
3,19,15,23,13,1
15,21,10,31,7,1
3,47,31,46,13,0
11,14,25,29,28,0
17,31,33,13,25,0
5,10,21,22,15,1
0,22,23,35,18,1
9,15,16,55,17,0
26,32,28,42,19,0
20,54,20,38,7,0
10,34,10,17,10,1
19,37,27,40,16,1
19,10,21,5,26,0
13,18,34,6,0,0
15,19,18,16,30,0
22,50,36,12,14,0
25,4,26,26,29,0
10,24,0,55,10,0
20,3,0,16,11,1
21,14,4,1,22,0
11,8,4,34,23,0
29,12,8,29,15,0
30,13,35,13,1,0
17,35,29,57,1,0
28,6,18,29,11,0
8,45,10,16,27,0
20,27,21,22,11,1
19,3,28,20,19,1
9,27,0,36,17,1
5,7,7,6,29,0
21,47,31,41,19,0
4,16,0,8,1,1
1,24,24,3,23,0
8,27,13,53,13,0
1,6,37,9,18,0
18,26,29,11,26,0
18,26,16,42,22,0
1,40,29,55,4,0
5,44,27,8,25,0
6,49,14,23,14,0
1,33,4,0,0,1
9,37,14,43,22,0
3,2,36,37,25,0
13,47,12,7,13,0
14,1,5,45,27,0
27,14,8,49,4,0
17,41,21,1,0,1
21,44,13,44,14,0
28,41,23,54,12,0
0,38,11,41,8,1
30,39,36,17,20,0
27,52,37,1,5,0
24,45,10,43,22,0
23,32,39,29,26,0
19,40,10,36,22,0
19,47,27,12,4,0
26,32,20,54,2,0
27,1,24,26,6,0
9,29,31,45,4,0
30,11,11,48,18,0
23,1,8,30,0,0
10,50,22,58,15,0
2,18,0,17,20,1
7,1,40,15,30,0
17,50,19,20,16,0
5,52,17,8,24,0
2,32,33,45,0,0
0,21,20,38,6,1
2,10,7,59,27,0
6,50,26,16,7,0
23,2,19,9,19,0
2,1,4,30,7,1
0,33,15,1,23,0
6,39,13,36,16,1
10,1,37,20,5,0
18,47,2,30,13,0
19,6,6,21,21,0
18,45,2,58,26,0
16,22,0,49,19,1
23,13,23,43,23,0
16,33,10,39,12,1
11,38,17,38,27,0
20,34,27,47,22,0
1,23,8,60,0,0
24,6,32,56,20,0
11,49,13,30,15,0
24,50,36,50,23,0
1,32,18,40,20,1
28,43,4,2,29,0
20,50,30,58,22,0
11,51,14,36,12,0
11,25,9,8,20,1
14,34,8,51,17,0
0,32,0,12,19,1
20,16,12,53,11,0
3,26,2,49,10,1
17,46,11,48,22,0
1,6,19,37,23,0
13,9,32,10,19,0
20,11,27,25,26,0
3,51,1,46,2,0
26,19,40,42,20,0
9,55,6,34,26,0
0,27,18,14,10,1
17,19,26,53,12,0
23,41,29,8,11,0
28,44,5,36,0,0
3,17,37,46,17,0
9,39,20,48,10,1
22,54,5,22,12,0
9,25,18,11,14,1
29,48,33,26,17,0
20,35,38,57,25,0
10,9,20,19,6,1
2,15,34,38,24,0
11,34,30,46,20,1
0,38,26,22,13,1
5,5,23,54,15,0
19,31,16,52,24,0
13,16,2,7,0,1
17,38,13,27,8,1
3,25,34,47,2,0
2,30,7,57,26,0
19,35,32,58,15,0
6,23,22,51,21,0
12,2,22,27,29,0
11,40,22,27,15,1
28,24,22,59,9,0
8,0,33,30,27,0
30,7,17,32,17,0
25,40,20,56,26,0
22,17,16,39,18,0
14,46,24,26,16,0
19,11,34,38,7,0
9,10,31,30,0,0
28,42,6,46,8,0
11,1,9,1,5,1
20,12,39,39,21,0
23,13,19,24,4,0
24,26,11,12,27,0
28,28,18,8,4,0
26,30,10,58,24,0
9,18,31,12,18,0
13,15,34,11,29,0
16,2,24,52,17,0
8,35,20,38,19,1
9,43,28,46,10,1
15,35,1,44,23,0
23,6,32,59,24,0
30,48,19,30,2,0
24,41,26,18,15,0
30,36,9,17,17,0
10,0,10,22,11,1
10,6,28,52,10,0
19,26,1,5,24,0
26,34,19,14,20,0
9,48,28,10,20,0
13,45,18,5,17,1
14,29,22,36,30,0
28,44,37,39,13,0
28,17,0,50,26,0
17,55,36,47,27,0
19,35,6,27,11,1
7,40,14,55,11,0
18,55,30,30,1,0
1,10,1,47,1,1
25,39,1,54,0,0
1,7,21,57,0,0
0,49,3,2,4,0
22,55,15,36,13,0
13,11,0,52,13,0
14,5,38,38,17,0
4,2,24,44,11,1
28,18,38,35,6,0
7,46,27,11,0,0
6,16,17,18,0,1
15,0,28,38,0,1
1,21,40,36,2,0
28,1,22,21,12,0
29,17,21,24,7,0
0,51,38,9,26,0
29,29,9,12,27,0
19,44,30,12,9,1
1,42,20,44,28,0
25,16,14,59,13,0
29,13,14,4,18,0
0,0,39,59,1,0
3,22,33,35,25,0
4,42,15,3,25,0
4,8,23,52,2,0
2,46,22,43,26,0
10,35,35,37,1,0
1,38,34,27,0,0
13,1,2,19,25,0
1,48,21,22,2,0
10,34,31,39,3,0
26,26,13,24,6,0
3,8,9,4,3,1
21,0,1,34,13,0
4,25,34,33,26,0
19,9,0,14,8,1
19,20,9,48,14,1
7,14,23,43,19,1
5,28,35,57,16,0
18,27,34,37,16,0
26,25,18,30,5,0
25,46,10,27,26,0
10,42,18,53,12,0
5,51,4,58,18,0
5,21,18,33,12,1
23,41,7,30,4,0
9,3,2,54,29,0
17,22,28,1,8,1
1,0,7,59,29,0
26,31,13,60,13,0
29,24,21,2,14,0
29,4,27,35,19,0
30,1,37,12,3,0
3,5,20,11,4,1
6,26,7,19,11,1
3,42,12,5,18,1
19,30,21,23,16,1
25,53,16,26,0,0
19,20,27,9,19,1
13,35,11,59,18,0
3,6,36,21,6,0
10,8,12,45,16,1
23,1,32,55,26,0
21,22,38,4,15,0
12,31,26,41,30,0
1,20,24,15,1,1
15,10,17,53,18,0
1,48,25,52,2,0
24,26,18,16,28,0
6,42,31,9,26,0
8,17,7,50,14,1
5,22,13,25,11,1
30,41,32,41,26,0
11,14,18,59,21,0
9,35,9,21,21,0
16,14,1,44,7,1
10,26,32,8,10,0
25,40,4,19,12,0
4,6,17,16,29,0
23,10,13,45,3,0
9,25,32,11,28,0
19,40,35,23,22,0
8,4,3,42,7,1
19,37,27,55,11,0
18,32,4,29,22,0
22,18,29,35,4,0
30,43,24,11,27,0
18,28,16,57,26,0
21,16,29,31,14,0
22,41,36,30,17,0
23,41,22,19,10,0
18,50,26,7,7,0
30,52,30,15,12,0
13,5,6,29,2,1
21,9,34,42,18,0
2,31,7,49,4,1
2,19,0,11,25,0
30,51,31,11,6,0
29,29,2,35,3,0
29,8,22,19,26,0
22,2,20,45,9,0
12,42,11,58,16,0
28,31,31,51,3,0
5,0,13,15,29,0
18,26,34,0,9,0
6,49,24,3,2,0
26,43,22,59,17,0
13,38,27,38,0,1
18,52,30,49,14,0
13,6,10,18,7,1
16,49,22,39,28,0
18,43,37,50,8,0
28,32,15,16,17,0
11,46,15,0,22,0
23,1,23,51,5,0
13,26,5,22,15,1
10,52,23,26,7,0
20,37,37,54,15,0
14,30,32,36,7,0
17,13,40,35,30,0
2,6,21,23,11,1
13,0,34,48,23,0
6,1,29,52,15,0
12,53,23,57,10,0
23,52,21,54,13,0
11,33,26,48,4,1
14,36,29,32,22,0
17,19,16,44,3,1
6,14,31,29,18,0
6,31,24,50,16,1
16,45,12,24,22,0
24,6,0,45,18,0
23,9,14,58,20,0
27,49,23,10,29,0
14,19,26,35,8,1
2,23,29,4,1,1
11,31,35,16,17,0
22,31,17,5,11,0
22,16,20,0,15,0
18,49,22,42,0,0
11,42,28,10,25,0
10,44,24,11,24,0
9,42,5,29,5,1
3,15,26,11,23,0
11,35,22,6,12,1
24,9,40,35,3,0
10,42,22,38,29,0
10,36,27,18,14,1
28,45,34,11,22,0
23,16,35,19,27,0
21,28,35,18,29,0
3,29,35,10,23,0
6,17,23,18,29,0
23,34,21,43,22,0
15,53,10,47,2,0
12,41,18,27,12,1
0,33,31,51,5,0
27,52,11,34,21,0
20,39,7,28,15,1
24,13,5,47,22,0
23,45,1,46,7,0
15,22,0,21,22,0
26,49,5,49,7,0
13,8,14,57,9,0
2,46,28,30,19,0
18,26,29,49,21,0
19,26,16,23,12,1
9,51,9,3,20,0
21,50,35,21,30,0
12,52,36,1,4,0
1,22,13,39,29,0
27,29,28,43,11,0
22,35,40,4,6,0
21,48,11,50,7,0
7,35,6,41,0,1
2,24,37,24,0,0
4,50,1,43,21,0
24,4,30,46,8,0
30,49,5,56,8,0
19,5,3,56,12,0
9,4,13,59,22,0
11,40,35,16,19,0
14,21,35,29,9,0
26,54,30,26,24,0
2,53,28,22,30,0
12,53,24,60,25,0
14,45,18,21,22,0
10,55,7,52,24,0
18,10,11,4,4,1
30,18,3,55,9,0
3,0,17,34,1,1
17,14,31,51,13,0
3,27,1,16,17,1
22,7,16,6,6,0
12,3,25,7,12,1
10,22,40,34,12,0
20,50,9,24,13,0
24,43,0,35,19,0
11,48,27,32,30,0
8,34,27,30,6,1
11,22,32,21,9,0
20,32,27,10,19,1
5,23,14,50,20,1
17,29,2,33,23,0
16,40,31,44,16,0
24,51,24,17,11,0
19,52,26,51,24,0
27,21,31,57,20,0
10,33,3,29,25,0
8,37,40,12,22,0
19,25,20,54,14,0
26,46,13,39,4,0
23,17,32,56,0,0
15,11,35,10,7,0
6,47,32,4,8,0
25,53,19,11,23,0
6,16,0,28,26,0
5,5,6,12,24,0
30,7,28,36,3,0
7,43,26,9,6,1
18,1,33,3,20,0
12,45,29,14,2,1
4,17,17,52,2,0
17,47,0,39,25,0
7,14,12,35,3,1
29,47,18,42,6,0
4,29,15,52,18,0
17,21,39,34,13,0
19,2,18,27,15,1
24,14,27,19,12,0
28,53,37,2,6,0
11,12,6,31,22,0
18,50,32,34,6,0
10,49,2,8,3,0
2,47,23,29,23,0
20,34,19,4,9,1
0,8,26,25,20,1
22,25,17,6,11,0
19,46,16,25,2,0
26,32,34,38,12,0
11,10,37,12,27,0
24,40,19,26,1,0
13,17,40,11,7,0
18,40,19,13,7,1
6,2,23,32,26,0
9,50,37,21,14,0
18,19,27,42,23,0
18,36,13,16,9,1
14,15,38,15,18,0
3,5,18,20,3,1
23,22,34,25,29,0
13,52,5,10,7,0
11,44,9,27,21,0
26,38,21,20,27,0
5,37,0,13,15,1
24,23,3,23,12,0
0,5,22,13,16,1
21,9,15,59,12,0
6,9,17,12,22,0
8,24,31,7,19,0
9,8,18,46,16,1
16,22,4,29,13,1
27,52,22,59,20,0
15,42,22,16,29,0
24,51,37,40,4,0
16,18,11,3,13,1
17,4,21,15,8,1
8,4,11,47,23,0
23,44,35,54,13,0
5,34,40,27,28,0
9,36,18,4,11,1
27,14,14,34,12,0
10,15,20,55,9,0
14,28,38,34,19,0
27,15,12,20,20,0
9,29,39,0,26,0
23,30,5,46,1,0
18,2,32,8,7,0
19,49,32,58,6,0
17,2,9,39,20,1
1,14,8,28,9,1
12,21,20,39,26,0
14,46,29,34,26,0
0,11,27,44,16,1
7,1,25,37,3,1
7,31,29,52,12,0
4,23,35,3,15,0
17,25,39,44,10,0
7,30,2,30,20,1
11,26,33,38,1,0
30,41,31,29,18,0
22,11,3,13,4,0
3,17,16,35,5,1
11,35,38,57,10,0
29,44,11,0,12,0
14,25,39,15,7,0
13,19,14,16,24,0
14,31,9,42,22,0
8,36,39,45,19,0
1,40,17,51,6,0
15,41,21,47,28,0
23,20,6,24,7,0
20,44,39,44,21,0
13,53,6,53,4,0
1,25,14,32,14,1
22,17,38,32,23,0
28,25,16,13,8,0
10,51,35,2,29,0
18,22,35,25,30,0
2,9,34,1,29,0
12,9,5,37,3,1
24,34,36,5,28,0
2,25,12,42,18,1
16,25,34,47,1,0
9,48,39,36,23,0
15,44,40,50,29,0
23,11,3,44,0,0
17,33,18,9,0,1
8,11,16,17,29,0
13,19,17,26,26,0
11,31,25,7,22,0
11,53,16,13,30,0
12,51,19,21,14,0
0,23,13,23,12,1
19,32,33,45,27,0
29,22,38,59,18,0
6,10,0,56,13,0
2,7,8,49,21,0
30,24,18,18,5,0
30,47,13,18,7,0
4,3,8,46,5,1
4,4,30,40,6,1
13,54,28,17,7,0
8,36,24,24,25,0
29,3,19,2,12,0
27,13,23,7,19,0
8,42,6,37,2,1
18,23,19,44,12,1
1,52,33,36,11,0
2,50,12,59,27,0
3,9,6,40,22,0
24,32,21,33,30,0
3,17,11,54,15,0
13,45,25,28,25,0
27,13,28,47,13,0
28,37,23,19,1,0
15,54,40,11,19,0
4,35,38,3,30,0
3,18,7,12,15,1
18,54,14,8,3,0
23,30,36,23,7,0
22,21,29,27,8,0
11,11,6,36,1,1
16,49,6,46,27,0
5,16,17,34,28,0
17,31,40,28,28,0
17,3,24,6,15,1
22,4,13,17,27,0
11,8,25,27,16,1
2,44,26,35,6,1
4,7,36,35,21,0
28,1,4,31,30,0
24,37,36,23,7,0
5,44,29,26,14,1
25,22,36,1,2,0
3,17,13,49,20,1
26,25,6,5,20,0
10,47,21,12,7,0
8,45,30,34,0,1
26,27,4,40,9,0
18,43,3,20,16,1
11,2,27,32,6,1
28,6,37,35,2,0
29,6,23,2,21,0
20,14,16,10,17,1
2,11,11,30,9,1
22,44,27,17,21,0
17,19,18,41,4,1
21,38,35,45,27,0
23,35,18,54,4,0
0,9,20,37,8,1
3,45,28,53,20,0
0,53,36,50,18,0
15,9,19,16,7,1
18,17,2,26,29,0
7,31,33,37,13,0
25,27,30,1,4,0
0,9,3,20,18,1
6,52,9,33,1,0
11,36,7,41,8,1
25,21,28,20,10,0
16,29,27,25,9,1
21,52,2,50,13,0
24,21,32,1,23,0
16,29,0,37,29,0
5,40,26,57,17,0
12,53,27,5,21,0
5,52,14,25,14,0
9,36,16,41,0,1
15,3,30,47,4,1
22,51,9,16,23,0
0,10,0,29,28,0
28,10,25,47,7,0
1,0,37,29,20,0
4,20,0,22,2,1
12,33,31,24,30,0
20,43,1,38,10,1
0,36,29,10,28,0
20,52,11,45,22,0
16,36,0,52,0,0
9,3,22,38,3,1
21,54,27,46,18,0
21,43,30,56,20,0
16,10,17,49,11,1
10,2,11,32,8,1
8,7,23,37,15,1
17,32,1,60,2,0
21,38,3,49,21,0
7,22,16,56,28,0
5,31,24,25,27,0
24,37,19,26,17,0
22,54,37,18,0,0
8,51,13,6,0,0
24,28,9,17,21,0
7,12,34,45,3,0
29,35,9,24,6,0
19,32,31,40,18,0
27,6,6,44,16,0
1,46,26,24,25,0
4,9,21,4,30,0
16,19,13,15,13,1
16,14,5,16,13,1
28,5,33,24,12,0
30,53,1,51,5,0
30,40,31,18,5,0
1,13,16,23,17,1
7,4,13,45,26,0
16,22,18,54,20,0
13,19,3,37,13,1
19,29,15,22,25,0
30,4,28,10,5,0
26,6,5,17,4,0
29,27,32,13,11,0
27,0,38,34,8,0
19,34,27,0,13,1
2,37,34,43,12,0
12,50,18,10,15,0
8,2,4,44,10,1
21,5,2,47,25,0
7,53,28,37,1,0
29,54,13,38,24,0
13,4,26,60,10,0
23,8,5,44,11,0
14,11,35,19,25,0
0,9,27,52,13,0
16,24,31,42,7,0
30,55,27,18,13,0
22,5,38,30,0,0
28,15,13,31,14,0
2,22,4,10,4,1
0,37,13,26,17,1
3,42,3,19,19,1
27,19,39,55,9,0
22,38,40,58,29,0
25,42,20,42,17,0
8,45,6,54,5,0
2,29,21,60,18,0
25,21,17,2,6,0
0,50,8,18,17,0
0,27,31,22,25,0
9,36,21,0,1,1
14,10,17,8,23,0
30,54,33,10,28,0
2,10,31,37,27,0
2,42,9,37,9,1
26,18,25,34,10,0
24,47,10,37,11,0
12,45,38,59,19,0
8,22,5,44,2,1
20,28,4,28,24,0
6,47,27,56,17,0
16,44,2,16,18,1
16,6,0,57,21,0
11,18,23,37,5,1
30,32,2,9,21,0
27,11,39,24,23,0
17,49,35,58,3,0
0,7,19,58,29,0
30,4,23,24,9,0
25,39,24,56,27,0
28,47,9,0,1,0
23,16,20,59,29,0
25,10,17,54,8,0
30,24,1,33,2,0
21,28,28,12,8,0
30,26,7,1,4,0
3,13,7,49,8,1
30,30,4,25,4,0
28,6,35,53,5,0
8,11,0,24,19,1
30,12,27,0,18,0
27,24,31,37,0,0
17,46,29,19,16,0
10,35,10,37,0,1
26,42,3,2,10,0
25,43,2,19,23,0
24,15,32,42,15,0
3,26,8,19,22,0
21,0,7,32,12,0
2,32,9,59,29,0
26,48,8,39,29,0
15,52,15,18,18,0
3,33,26,36,5,1
11,36,18,41,4,1
4,15,7,10,7,1
26,55,18,20,20,0
7,41,22,57,11,0
25,49,28,49,30,0
18,0,18,52,16,0
9,40,27,37,15,1
10,27,0,31,8,1
28,49,7,39,1,0
5,26,8,9,1,1
18,55,18,28,16,0
30,12,39,4,18,0
21,29,6,25,23,0
19,46,30,11,28,0
15,2,5,22,27,0
28,38,33,24,15,0
2,1,8,29,17,1
6,37,16,22,14,1
28,38,35,38,28,0
1,21,1,38,30,0
21,50,31,29,6,0
28,51,17,46,4,0
26,49,13,11,14,0
11,54,11,13,11,0
13,10,15,35,21,0
21,19,12,1,11,0
1,0,1,24,15,1
4,43,24,40,5,1
4,15,26,0,9,1
3,11,8,15,24,0
20,41,14,57,1,0
29,49,3,40,22,0
14,2,38,21,21,0
15,12,7,34,7,1
5,15,20,17,21,0
3,33,35,38,4,0
14,44,13,12,22,0
5,10,4,17,1,1
3,31,17,49,10,1
11,20,39,43,13,0
15,54,25,28,27,0
8,25,34,28,24,0
1,5,1,41,29,0
25,1,5,0,3,0
14,8,7,13,12,1
12,39,3,5,12,1
7,51,1,54,0,0
8,30,36,54,15,0
27,33,17,50,4,0
25,8,20,6,30,0
20,35,1,33,24,0
8,40,5,29,10,1
22,53,31,40,17,0
26,23,20,14,28,0
10,11,2,42,3,1
0,42,11,32,16,1
9,19,26,38,2,1
13,34,35,34,10,0
3,50,26,11,8,0
7,46,22,54,10,0
17,0,18,36,23,0
2,5,4,39,11,1
0,39,40,53,11,0
20,49,12,45,12,0
27,42,5,53,30,0
25,43,21,36,24,0
2,54,38,1,15,0
28,34,4,47,16,0
2,45,23,23,5,1
8,23,36,34,11,0
8,15,38,53,2,0
25,26,19,59,5,0
12,50,1,56,13,0
7,52,1,20,7,0
17,30,0,60,0,0
24,31,13,40,26,0
14,35,14,19,0,1
7,36,24,16,7,1
14,0,3,14,22,0
18,23,36,40,10,0
11,45,25,47,5,1
18,24,27,27,21,0
23,34,32,19,7,0
5,23,21,8,18,1
3,35,2,19,22,0
0,28,36,51,9,0
13,1,1,21,23,0
22,1,14,46,2,0
28,28,8,24,17,0
24,23,8,0,19,0
2,31,13,10,22,0
19,47,34,18,27,0
17,17,8,30,0,1
2,14,16,7,1,1
11,18,20,52,30,0
20,46,23,56,22,0
23,2,36,52,7,0
19,44,12,39,21,0
2,41,31,43,8,0
27,54,37,42,30,0
22,11,21,57,3,0
28,42,25,46,17,0
13,6,18,42,8,1
1,1,19,32,5,1
4,55,2,59,20,0
2,34,8,8,21,0
27,49,33,50,28,0
20,43,14,47,13,1
30,28,37,19,12,0
15,44,8,22,2,1
4,4,29,4,19,1
11,7,16,1,3,1
30,9,31,49,30,0
30,9,9,49,15,0
25,41,18,12,20,0
23,53,29,20,21,0
30,25,2,35,19,0
21,46,40,2,11,0
24,11,22,46,7,0
9,14,24,11,20,1
20,32,18,52,8,0
12,21,12,47,22,0
18,46,39,43,16,0
1,26,15,22,0,1
5,23,1,33,18,1
7,38,26,8,20,1
12,41,36,8,28,0
6,26,40,55,30,0
30,24,14,23,8,0
29,10,24,32,29,0
29,27,34,60,11,0
3,36,26,1,17,1
9,17,35,60,5,0
0,29,14,21,4,1
11,55,14,29,27,0
22,21,2,52,17,0
20,18,10,51,12,0
25,5,8,16,21,0
8,19,10,9,22,0
9,33,13,1,13,1
10,17,13,35,26,0
14,36,0,58,11,0
6,9,8,30,15,1
14,0,28,34,30,0
0,32,10,44,13,1
5,43,1,6,15,1
23,31,35,49,14,0
13,38,6,8,17,1
11,51,40,12,3,0
26,42,32,3,22,0
19,47,25,13,2,0
21,18,2,59,27,0
4,55,3,48,29,0
19,26,28,17,16,1
30,32,9,9,1,0
26,24,14,16,25,0
11,2,31,52,5,0
7,40,2,13,27,0
11,20,32,45,28,0
24,27,16,27,26,0
6,12,38,29,11,0
24,14,25,13,4,0
4,10,15,33,7,1
23,34,7,12,4,0
9,18,40,55,13,0
6,5,18,47,29,0
24,35,25,35,19,0
3,34,23,50,7,1
25,31,11,29,26,0
14,19,15,48,13,1
7,49,31,41,29,0
5,3,30,43,11,1
5,24,2,2,17,1
3,30,17,5,15,1
13,55,38,44,12,0
14,23,24,55,26,0
6,23,4,34,19,1
14,0,21,6,3,1
23,20,11,38,25,0
5,47,19,0,8,0
2,39,28,33,2,1
21,45,35,26,24,0
9,51,30,26,1,0
30,13,30,21,6,0
0,47,31,41,3,0
30,0,10,42,9,0
12,53,1,35,19,0
22,9,35,14,16,0
28,8,31,40,1,0
16,36,36,9,28,0
15,38,36,53,0,0
16,25,28,24,13,1
19,41,34,43,10,0
11,39,8,22,19,1
6,18,23,52,28,0
0,3,15,54,28,0
14,4,7,20,26,0
9,3,19,52,9,0
29,21,32,59,12,0
23,12,11,54,1,0
28,5,0,54,13,0
5,1,4,6,8,1
9,32,6,37,10,1
14,18,29,40,6,1
1,14,21,47,12,1
28,10,29,40,7,0
13,38,1,21,23,0
10,50,21,28,22,0
3,22,40,56,2,0
22,39,12,40,26,0
8,13,29,27,9,1
24,8,37,53,5,0
0,9,29,51,20,0
3,34,25,35,14,1
7,42,39,20,29,0
3,26,13,4,28,0
4,48,11,47,2,0
8,14,39,42,4,0
0,30,14,19,11,1
26,50,32,9,23,0
4,24,5,54,23,0
7,20,16,47,19,1
0,9,38,24,11,0
25,1,27,33,2,0
30,10,15,2,24,0
11,12,19,48,7,1
15,11,39,36,6,0
21,18,24,35,6,0
23,8,40,48,7,0
4,8,40,37,6,0
14,26,8,26,9,1
24,52,10,43,11,0
26,16,0,2,1,0
23,2,31,28,27,0
2,18,12,28,23,0
12,19,29,43,9,1
17,5,1,6,4,1
12,53,6,13,0,0
25,17,18,0,23,0
0,38,7,44,6,1
13,20,13,36,13,1
15,21,35,45,9,0
5,4,14,29,6,1
0,28,29,11,8,1
29,15,34,59,30,0
0,55,40,25,14,0
24,38,12,57,0,0
4,13,31,32,23,0
14,2,26,45,16,1
25,10,11,59,19,0
14,46,9,55,14,0
24,22,36,45,26,0
21,29,25,34,23,0
14,9,22,35,14,1
27,17,4,6,7,0
13,21,5,10,1,1
10,43,21,8,18,1
12,52,34,14,8,0
16,5,26,46,30,0
7,32,20,51,7,0
12,36,3,12,11,1
24,46,30,32,8,0
15,12,15,46,5,1
15,12,9,26,9,1
26,6,23,59,2,0
11,8,40,33,25,0
22,34,3,29,22,0
25,21,22,59,4,0
3,4,6,42,30,0
30,48,23,57,23,0
5,24,36,15,20,0
30,43,10,55,25,0
24,13,32,1,21,0
9,18,14,2,6,1
0,32,10,28,30,0
28,41,22,0,30,0
22,37,17,30,20,0
13,53,39,35,15,0
19,5,14,59,15,0
16,16,20,1,5,1
23,41,9,1,0,0
2,22,7,43,14,1
10,55,23,16,2,0
12,54,37,46,6,0
10,1,6,59,1,0
12,47,36,8,6,0
11,50,36,25,23,0
3,20,19,50,8,1
11,46,20,21,28,0
12,12,20,9,6,1
20,50,18,26,8,0
30,24,38,0,29,0
27,37,40,36,29,0
22,0,15,38,3,0
30,11,24,19,0,0
10,32,33,0,24,0
25,31,30,49,20,0
6,9,34,33,10,0
11,24,27,33,25,0
10,44,30,54,7,0
7,9,15,15,8,1
11,44,20,49,25,0
25,24,18,27,23,0
22,18,12,7,26,0
1,40,6,46,13,1
20,35,29,54,9,0
27,12,8,27,13,0
12,44,26,56,13,0
0,19,33,40,14,0
16,34,39,46,25,0
30,4,20,33,18,0
18,54,20,20,27,0
7,38,13,42,21,0
18,36,15,40,15,1
15,19,16,16,9,1
15,48,12,39,5,0
12,1,4,20,2,1
17,51,8,41,4,0
14,37,17,0,10,1
18,48,5,56,6,0
14,52,19,46,6,0
16,18,6,57,3,0
5,28,34,27,22,0
7,29,40,15,5,0
0,43,20,24,0,1
6,7,35,28,24,0
16,12,30,10,17,1
12,39,15,12,7,1
11,11,7,40,10,1
30,31,10,3,8,0
30,2,1,15,19,0
1,35,26,44,17,1
15,20,19,3,3,1
13,22,10,38,2,1
23,6,7,4,0,0
17,21,9,29,6,1
24,14,20,41,26,0
0,4,15,53,25,0
20,55,7,50,21,0
7,23,36,16,27,0
26,10,34,3,10,0
21,23,18,36,29,0
26,27,17,9,13,0
7,33,2,19,18,1
11,32,31,29,27,0
9,19,17,33,12,1
16,39,33,6,30,0
25,6,23,13,3,0
5,12,23,34,26,0
17,2,31,49,21,0
28,42,34,2,27,0
22,28,18,57,1,0
0,1,13,1,17,1
16,2,24,24,20,1
29,36,15,10,29,0
1,3,18,57,22,0
25,33,24,53,15,0
17,33,33,8,11,0
5,14,11,47,12,1
13,22,10,13,15,1
5,50,11,45,18,0
2,43,0,35,2,1
2,9,30,60,2,0
25,10,40,4,6,0
20,38,21,37,13,1
21,14,14,28,19,0
28,8,7,24,17,0
20,12,5,32,20,1
3,13,6,33,30,0
10,20,9,3,27,0
28,41,15,23,18,0
15,38,8,10,21,0
15,5,16,44,29,0
25,15,4,18,23,0
3,46,3,23,10,0
17,0,20,39,30,0
3,0,15,15,14,1
2,44,19,22,3,1
2,26,14,51,27,0
30,36,18,58,12,0
29,32,34,53,4,0
12,46,15,44,15,0
26,22,32,21,30,0
24,3,40,34,24,0
12,2,29,40,17,1
